date,date,total number of dead and missing,migration route,cause of death category,label_level
2015-08-01,2015-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-08-01,2015-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2015-08-01,2015-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-08-01,2015-08-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-08-01,2015-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-08-01,2015-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-08-01,2015-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-08-01,2015-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-08-01,2015-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,accidental death,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,5.0,us-mexico border crossing,environmental conditions and accidents,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,violence and related causes,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,violence and related causes,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,accidental death,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-11-01,2015-11-01,2.0,us-mexico border crossing,drowning and related causes,level4
2015-11-01,2015-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-12-01,2015-12-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-12-01,2015-12-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-12-01,2015-12-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-12-01,2015-12-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-12-01,2015-12-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-12-01,2015-12-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2015-12-01,2015-12-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-12-01,2015-12-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-12-01,2015-12-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-12-01,2015-12-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-12-01,2015-12-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-12-01,2015-12-01,64.0,us-mexico border crossing,mixed or unknown,level4
2015-01-01,2015-01-01,1.0,us-mexico border crossing,drowning and related causes,level4
2015-01-01,2015-01-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-01-01,2015-01-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-04-01,2015-04-01,2.0,us-mexico border crossing,violence and related causes,level4
2015-06-01,2015-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2015-06-01,2015-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-07-01,2015-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-07-01,2015-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2015-08-01,2015-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-08-01,2015-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-09-01,2015-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2015-10-01,2015-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-01-01,2016-01-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-01-01,2016-01-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-01-01,2016-01-01,4.0,us-mexico border crossing,mixed or unknown,level4
2016-01-01,2016-01-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-01-01,2016-01-01,1.0,us-mexico border crossing,health-related causes,level4
2016-01-01,2016-01-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-01-01,2016-01-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-01-01,2016-01-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-01-01,2016-01-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-01-01,2016-01-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-01-01,2016-01-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-01-01,2016-01-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-02-01,2016-02-01,11.0,us-mexico border crossing,mixed or unknown,level4
2016-02-01,2016-02-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-02-01,2016-02-01,4.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-02-01,2016-02-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-02-01,2016-02-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-02-01,2016-02-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-02-01,2016-02-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-02-01,2016-02-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-02-01,2016-02-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-03-01,2016-03-01,2.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-03-01,2016-03-01,1.0,us-mexico border crossing,accidental death,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-04-01,2016-04-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-05-01,2016-05-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,violence and related causes,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,violence and related causes,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,4.0,us-mexico border crossing,drowning and related causes,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,accidental death,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-06-01,2016-06-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-07-01,2016-07-01,2.0,us-mexico border crossing,drowning and related causes,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,28.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,violence and related causes,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-07-01,2016-07-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-08-01,2016-08-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-08-01,2016-08-01,6.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,25.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-09-01,2016-09-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-10-01,2016-10-01,2.0,us-mexico border crossing,drowning and related causes,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-10-01,2016-10-01,6.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,violence and related causes,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,drowning and related causes,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-11-01,2016-11-01,5.0,us-mexico border crossing,mixed or unknown,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,environmental conditions and accidents,level4
2016-11-01,2016-11-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-12-01,2016-12-01,1.0,us-mexico border crossing,mixed or unknown,level4
2016-12-01,2016-12-01,1.0,us-mexico border crossing,mixed or unknown,level4
